,prediction
9839,0.3687403
4291,0.5513438
3552,0.5372768
21056,0.74362695
538,0.6248772
11878,0.9131945
650,0.8335593
15114,0.34201613
15071,0.766389
16097,0.78215253
16327,0.780001
16153,0.6782699
6863,0.84949
475,0.77519935
15902,0.85355246
16525,0.7369623
7069,0.85244787
15205,0.7988872
15841,0.6648988
1200,0.7634373
9831,0.5621305
7268,0.400355
21414,0.63473475
9946,0.42549372
20905,0.6236865
9625,0.90200794
15359,0.41425315
255,0.6769703
9781,0.5704409
3370,0.657629
19322,0.71491486
13599,0.3837255
6231,0.60828334
6277,0.30250332
13336,0.32869068
3582,0.43766165
15005,0.60581374
16434,0.43479124
24,0.81920713
17952,0.82818943
10532,0.82006323
170,0.6397653
6606,0.41576058
1250,0.84988
18089,0.8260454
3391,0.66311604
12701,0.5117773
3310,0.7431934
4121,0.5036662
6243,0.7996844
13363,0.5636399
9084,0.62527674
7541,0.61255425
18071,0.73108023
16111,0.51792866
4097,0.55071235
6059,0.35752735
12948,0.766204
16105,0.73491335
16386,0.42111537
1743,0.729686
13021,0.79878634
9319,0.96610135
16074,0.58419925
4102,0.52637863
10566,0.2015744
9594,0.9926502
12196,0.5308421
6808,0.83276695
9991,0.84243274
14986,0.6525597
4184,0.58075416
18461,0.5734866
6593,0.46899554
13474,0.23081857
4447,0.60215044
3901,0.6763473
7040,0.98229814
4162,0.70037496
10640,0.21075428
9562,0.91034096
20931,0.61503005
4719,0.6513235
19415,0.4989471
4342,0.5179049
15593,0.76471937
3827,0.5976075
9004,0.73319906
18600,0.88218313
9615,0.77942127
9866,0.12789461
16524,0.8528786
18876,0.2631223
4143,0.56859183
16359,0.50194114
10596,0.38029364
12762,0.48909414
21306,0.6995888
11847,0.9506411
10135,0.6789324
8884,0.17333432
19547,0.72757614
110,0.6250412
9680,0.25978753
9914,0.87244177
6448,0.7497626
10325,0.38055378
9816,0.78626853
12349,0.5127605
7144,0.9192669
4517,0.5540711
18630,0.7766843
287,0.79644185
4238,0.5403498
18700,0.6070077
852,0.782739
9824,0.5704439
9453,0.45236102
1553,0.7341342
6230,0.33763865
18954,0.8550807
16455,0.55023813
17871,0.83995944
9720,0.17131992
3451,0.5971272
1621,0.7747121
7218,0.83820677
18519,0.69035894
6947,0.33772296
16482,0.7488778
9378,0.46285173
20993,0.6511116
12312,0.70484114
19222,0.8450802
16536,0.95199764
18587,0.59500855
21180,0.62493885
831,0.696517
7321,0.76697063
18706,0.5644505
9791,0.9452996
102,0.6321774
15466,0.6872409
29,0.72595996
6825,0.7512287
3790,0.49695757
9377,0.21178998
13270,0.42494032
19327,0.612404
10560,0.19965568
10169,0.64412725
1658,0.6967065
3773,0.55063766
13131,0.49126422
13520,0.6476734
3588,0.4282358
16399,0.8247898
3142,0.59664774
19539,0.6587024
3491,0.3149802
21613,0.6463807
295,0.7058519
1334,0.57918626
20758,0.5534528
18542,0.7042031
13228,0.33608395
16567,0.47386363
12393,0.8902146
10177,0.06653884
12918,0.69716865
1720,0.7844506
7697,0.51733196
16032,0.81659615
18810,0.7219328
4641,0.45795983
7682,0.49700132
6897,0.8010683
9215,0.8237045
15393,0.6768506
11997,0.9039111
1474,0.34292048
13516,0.7546567
9619,0.70259523
19526,0.44389713
4741,0.5639683
15617,0.93711317
1382,0.79087913
3236,0.6957434
19441,0.80872035
15543,0.66401
12580,0.5360483
4416,0.60148126
7015,0.5129378
19345,0.52608675
16370,0.40336883
16404,0.79270315
3226,0.5659867
13483,0.29448524
1282,0.77279216
21352,0.61504036
16551,0.89631015
6497,0.60386014
9420,0.89931595
1653,0.71437496
4217,0.696728
6917,0.80356604
10586,0.30914393
1663,0.64321685
1726,0.7336346
9996,0.08127302
16392,0.4075435
10306,0.19205493
3486,0.3344765
18436,0.58919024
9028,0.12858959
18144,0.613194
7202,0.9693824
7474,0.47580168
4260,0.59238446
15089,0.95460284
9840,0.15608972
3757,0.4917033
20,0.56601614
9369,0.28370392
1399,0.69376147
16183,0.7511865
2990,0.7107696
6263,0.9410788
19190,0.82954353
1540,0.68250775
15744,0.51672405
6698,0.40941024
6154,0.24706843
323,0.7155886
12425,0.84088683
15324,0.32360125
11835,0.77864873
6756,0.41063404
19249,0.5336846
15725,0.5170338
193,0.80189127
436,0.7445674
7287,0.88550645
18676,0.81936395
7114,0.29619867
21170,0.6607582
7225,0.451278
10404,0.799683
13629,0.87044257
1475,0.715573
16380,0.56718147
333,0.7039344
4016,0.6240362
19425,0.4704527
11839,0.31895912
6502,0.70383126
16170,0.17540757
16355,0.60685253
15453,0.84517026
6854,0.8944779
12567,0.6052242
45,0.6327428
13278,0.46080017
1216,0.7355143
16255,0.88077855
4274,0.57034266
3251,0.49495476
6638,0.4394905
900,0.7315412
12100,0.82698494
10080,0.26182002
10600,0.10777038
15814,0.9446254
14916,0.74132615
13038,0.8646608
9725,0.42017224
9501,0.43194216
13580,0.7860565
18662,0.8035596
19465,0.36104703
6097,0.3265009
4000,0.4870769
1176,0.71458143
18282,0.6952638
1545,0.6418
12931,0.7141426
21257,0.49655867
9042,0.58703333
10040,0.937156
19227,0.7479471
21581,0.60942775
1333,0.6616919
12870,0.24692099
7368,0.21925358
12188,0.968082
18836,0.7618296
4083,0.615042
15865,0.64006823
12850,0.37182286
7384,0.81777257
1360,0.7725178
6706,0.8802004
312,0.58766615
14864,0.8850993
10353,0.18210018
12750,0.54351175
74,0.671902
1009,0.7357828
3371,0.5264742
16025,0.9080294
4680,0.6367721
4414,0.6751738
6392,0.9869578
7520,0.3584963
12370,0.7287599
6948,0.21910165
4099,0.6518738
15769,0.32557067
1478,0.7371452
9026,0.3634367
21547,0.60187125
6434,0.6193654
18088,0.21566129
15496,0.46381053
6132,0.7990452
6128,0.9159904
844,0.6952713
20777,0.59712577
13192,0.60393155
18525,0.8731721
10136,0.7762506
13026,0.46162942
13354,0.7003774
6490,0.35368046
3430,0.52987486
16246,0.90778524
6403,0.17408797
3174,0.49259862
15273,0.9304506
191,0.65000015
18083,0.5615894
12911,0.89713734
12932,0.24173743
15490,0.22265828
7552,0.45477486
7064,0.50732756
9638,0.32854837
1651,0.7775685
12469,0.2745271
370,0.7974959
3762,0.38107705
10561,0.21337792
18650,0.7326786
1781,0.7835047
7161,0.46036464
14921,0.65220696
305,0.7332971
19392,0.49682418
15087,0.62230337
12126,0.97555614
16553,0.39566517
1072,0.6350202
10163,0.7874455
7355,0.9930374
4484,0.5736395
7634,0.33349591
13319,0.7802477
169,0.62824494
12928,0.41264406
746,0.6654852
12884,0.53844863
6210,0.65232456
12865,0.60906345
19205,0.84723735
16186,0.70802915
6297,0.5753213
3723,0.76440716
9808,0.23021467
7182,0.6971055
10312,0.07504665
7593,0.21721768
18943,0.80101615
3845,0.24894488
21391,0.5961224
13117,0.31587824
16521,0.17379066
13079,0.9509523
4405,0.55689013
9691,0.16466138
19242,0.8199414
1348,0.5944647
17990,0.6497788
3889,0.6095936
10078,0.727307
10046,0.2693544
18424,0.6404463
12681,0.24275933
6541,0.5616901
6137,0.57124954
10201,0.69177765
920,0.71396554
7698,0.55099314
15637,0.74082124
6888,0.91745216
772,0.7872783
16391,0.95406795
9621,0.23968872
18670,0.53529096
4066,0.58729595
16108,0.67710733
6709,0.7477613
9921,0.30656832
3763,0.6210543
8890,0.78116083
3565,0.55864894
4490,0.55024475
12284,0.72161084
16272,0.9019803
15724,0.53183275
16253,0.76239854
73,0.68888736
15817,0.7792779
1462,0.56598926
10228,0.95759785
12483,0.84001666
6668,0.41141787
3949,0.6434816
10138,0.07551894
16133,0.81153435
4600,0.6635551
19387,0.6380706
12700,0.9438146
12397,0.49589163
3458,0.5046722
13438,0.6993971
1561,0.7187426
21443,0.6238723
9414,0.1718276
4047,0.56296897
3237,0.31315097
9086,0.2916979
7544,0.8310564
16339,0.68512774
10053,0.3398731
6453,0.45771018
18654,0.7832317
18613,0.808775
6046,0.5288762
7704,0.39785284
12725,0.7499079
7423,0.3973923
2981,0.64212626
9592,0.28762046
493,0.6212625
20828,0.6288825
1314,0.78467566
1755,0.6752392
3314,0.5758336
19510,0.4132046
4589,0.552448
9668,0.079080366
7224,0.8409216
19141,0.6940449
16564,0.8794788
468,0.5892302
15367,0.49457622
19037,0.67043096
12563,0.30343145
18615,0.7902839
9459,0.57896817
13050,0.8630621
262,0.6262671
4014,0.5939761
752,0.61258245
21382,0.6160776
21478,0.69351286
15097,0.95526046
19354,0.5932408
9255,0.9732549
3290,0.58884627
15116,0.52878106
6850,0.6182503
4369,0.3490231
21183,0.5406809
3690,0.45642084
12394,0.4738699
1683,0.7253387
13150,0.7174093
1579,0.6438952
15931,0.67744905
927,0.6270436
3918,0.69217014
12371,0.86338294
9177,0.3204447
3577,0.65036994
13074,0.83676153
18035,0.62745166
9716,0.08340363
18721,0.7917538
16217,0.63497645
206,0.72224087
537,0.67932445
3279,0.6127488
1318,0.6612587
4222,0.615244
7171,0.69321495
4292,0.45922348
7658,0.7083349
587,0.7396375
6922,0.36112452
12812,0.7732079
10284,0.7437908
2998,0.4855842
12369,0.5272483
12045,0.4996568
1379,0.81713927
615,0.78712994
1434,0.75747347
9601,0.26628765
6357,0.3328554
12604,0.2723059
6707,0.88445014
15942,0.63131964
18478,0.6474047
3198,0.5479289
18588,0.91123116
4103,0.6005228
8,0.7608594
161,0.7702749
12182,0.32746062
16009,0.941217
7702,0.7011744
6202,0.34526247
13560,0.40417084
18669,0.6807617
15709,0.8983397
1701,0.6754846
11875,0.6372481
15185,0.20807874
12667,0.57259095
13421,0.86987174
9560,0.17668177
3135,0.54512805
4197,0.49987105
7055,0.45321035
10332,0.6009721
19290,0.8247138
13582,0.61139745
19498,0.6717456
21021,0.69631773
19444,0.71138555
1518,0.80261636
18398,0.79293734
12830,0.7164968
583,0.71191573
12149,0.27659357
19339,0.6645785
7508,0.3775153
4135,0.5489618
6783,0.6053319
18052,0.7100489
19007,0.77502674
18593,0.900443
19496,0.8400254
21564,0.76448655
13255,0.9097176
6723,0.3591291
20791,0.68515944
7486,0.4166095
3505,0.46914116
3596,0.5731093
15881,0.65995973
919,0.77977884
1223,0.7418703
18880,0.7507827
18534,0.65361017
11963,0.96089
20946,0.6947758
18126,0.34286666
4054,0.5734068
7706,0.72397083
11856,0.843374
6911,0.4526133
185,0.7068238
4420,0.75000703
3296,0.5965544
6105,0.97206926
21426,0.7367161
21090,0.6977591
18308,0.6490967
14938,0.8453522
12585,0.43174252
19104,0.7607709
4133,0.65578103
9173,0.097546436
6365,0.5430443
13379,0.33357432
13303,0.36930954
4768,0.6310905
15302,0.90932196
1752,0.7571939
10087,0.28506494
1748,0.7273532
1477,0.5159829
729,0.6280523
15354,0.92404705
3833,0.61798614
13054,0.769678
18471,0.75739646
1744,0.77379465
17944,0.66632545
10455,0.53100574
18123,0.43268788
10249,0.31050584
4045,0.57011956
3485,0.60932565
3896,0.60272336
19264,0.7089043
122,0.7572277
795,0.7368915
11927,0.33041775
7559,0.23291285
6540,0.2866957
750,0.65936726
4387,0.47796538
19012,0.6883931
18749,0.5220418
15633,0.7154263
18576,0.743084
4498,0.6260147
9909,0.5429071
105,0.7271787
14866,0.50225115
21586,0.6140161
15891,0.81172776
4391,0.5903342
13076,0.94502753
739,0.73251396
13135,0.25049827
20832,0.5805547
1643,0.77662826
10422,0.9767835
3994,0.6260218
9649,0.4697031
15981,0.90561414
10232,0.16243647
16526,0.48227403
495,0.7077948
1528,0.4291056
9900,0.4329379
15877,0.88810337
4754,0.69722736
4432,0.49585545
15537,0.5088548
10032,0.9303497
6662,0.70158505
10367,0.7819829
10617,0.11245576
15429,0.668342
13206,0.78710216
18213,0.8291637
6347,0.429046
15805,0.9231782
4190,0.6407623
1618,0.5903521
7436,0.5708995
12030,0.7232609
13281,0.6881199
12130,0.46556872
12013,0.28782985
3253,0.59002846
1508,0.5975319
9887,0.15284185
19316,0.54795384
21384,0.637083
17947,0.9239041
13323,0.6888667
7308,0.3612416
12954,0.89122015
13608,0.46300766
13444,0.69960666
12789,0.53728396
13002,0.3274547
3184,0.6004066
9062,0.139964
3916,0.55888313
9811,0.9055226
10278,0.7018769
11887,0.39491764
18969,0.7461609
3670,0.15463987
13010,0.21155512
3678,0.5047488
8932,0.14397828
1416,0.654285
13290,0.62499267
730,0.7903203
19250,0.8839085
18565,0.52834237
3612,0.5598175
7255,0.7427791
17963,0.5973022
10154,0.7265874
18731,0.5274451
16030,0.1556675
10554,0.65546864
273,0.6040605
3205,0.5804792
4317,0.48295203
550,0.79061615
556,0.7644762
18276,0.8103738
7297,0.3070343
18492,0.70458823
4033,0.6806102
1227,0.6282046
12729,0.97784895
4508,0.63036203
9500,0.863883
18405,0.6587296
9491,0.2208549
19060,0.71051204
18117,0.62676483
12438,0.5638434
1637,0.6814448
7425,0.29053065
1560,0.72760046
1600,0.653012
12846,0.83348227
10413,0.06956262
10057,0.3179974
12560,0.55568117
12862,0.40266773
10320,0.9492881
7028,0.7888074
3499,0.5071287
18129,0.65531135
11909,0.40236273
12751,0.6154143
7173,0.9389404
12097,0.4261574
7604,0.6298184
1240,0.74081373
15167,0.8567829
10418,0.5777254
9424,0.18155664
1217,0.41302544
13055,0.529511
906,0.7888667
6742,0.76820314
3407,0.592365
9903,0.6375986
6,0.61494255
12967,0.37209472
19397,0.65943956
17863,0.39885452
12925,0.6212265
18370,0.25809887
9214,0.64675355
7602,0.6053828
12095,0.36883664
9539,0.41783717
3583,0.50225985
13122,0.45576584
7041,0.9236041
21399,0.49464643
1675,0.72318876
952,0.6641661
16308,0.5578807
10194,0.5246216
248,0.75525635
16378,0.30192244
1252,0.8165952
586,0.68611276
12605,0.60542405
6039,0.5122396
10073,0.31308573
412,0.7906215
4714,0.49175254
965,0.6765761
18560,0.8407968
7179,0.59579945
1602,0.80524576
12173,0.55968034
4687,0.56664115
10609,0.9312447
6031,0.96624506
3550,0.6162531
4173,0.57551414
15850,0.14820085
3954,0.65090656
9966,0.12873015
7511,0.28945202
3807,0.55700666
13052,0.9448397
18399,0.8456674
4243,0.48605773
12208,0.46378893
21347,0.6161409
15871,0.63170654
6961,0.95604515
13186,0.48783872
12502,0.38653725
18787,0.7430846
7670,0.13445976
18167,0.2989408
21304,0.6109279
943,0.72513044
7609,0.8864038
1479,0.6049682
9923,0.2312978
12547,0.456566
10614,0.93332124
1767,0.7367369
6688,0.23874801
18118,0.5884757
4086,0.5541699
18248,0.4234173
15172,0.7187971
9309,0.43797442
12896,0.630505
655,0.6285283
13008,0.5004533
9204,0.69382364
3362,0.5876138
1390,0.6832427
12825,0.7354119
6970,0.7550708
13583,0.7608177
36,0.7502744
16012,0.89345807
4081,0.5856424
12561,0.33996686
1770,0.72260004
12385,0.3604959
10218,0.21883689
14980,0.7279436
6855,0.49874735
13410,0.8822105
15547,0.82455033
1312,0.7804983
15887,0.8185422
12643,0.4245235
15745,0.6346876
18401,0.7203392
18875,0.5892884
14966,0.75429034
6617,0.6183448
21442,0.623357
9306,0.6507748
13322,0.6675781
6771,0.80054325
986,0.7470292
10010,0.30526263
508,0.79303235
803,0.63008666
1033,0.8024149
612,0.76527154
12939,0.1360048
9481,0.31502756
1776,0.71284103
7596,0.667968
16145,0.9047384
10429,0.993032
9372,0.21201806
935,0.75307
4514,0.6211715
4683,0.36137843
4724,0.5608312
12413,0.5864205
10170,0.4042536
289,0.78213954
3033,0.6197318
21340,0.6035431
18823,0.5932909
17841,0.6614423
3855,0.50263023
15328,0.406437
13546,0.7500928
15623,0.46295625
17938,0.61207145
4257,0.6461486
6822,0.968476
16126,0.5698591
13397,0.9186191
19257,0.7191017
14992,0.652492
424,0.7948275
6116,0.7254831
12852,0.5947919
4017,0.54230165
9144,0.52102935
4441,0.6019029
15645,0.74237823
15066,0.6834017
19059,0.8084593
12462,0.89709383
9963,0.84457207
7278,0.9330265
9310,0.4092359
16449,0.19134323
715,0.5270341
9428,0.6739725
18065,0.74195504
15575,0.91328466
3775,0.622037
12160,0.57776755
4479,0.60286117
16177,0.62525445
6720,0.3682928
15445,0.65044063
3465,0.4662695
15125,0.7608371
19293,0.784943
9118,0.854153
10298,0.9085951
15208,0.84487855
18524,0.7092786
3272,0.40421563
1147,0.7767165
10226,0.5482519
4152,0.4746921
21167,0.669975
406,0.6550873
6309,0.3501597
18445,0.5248066
16607,0.7609771
3784,0.7035227
767,0.62424594
9569,0.8759735
13511,0.8267605
659,0.7564675
7691,0.4437828
8920,0.19317667
7573,0.35905164
9375,0.7645991
12129,0.42437324
21110,0.6407413
7017,0.63748413
7703,0.5301955
12647,0.57602704
6375,0.3149786
3876,0.630409
4129,0.6302648
4245,0.43556106
636,0.7101143
463,0.76154417
19303,0.6007624
10553,0.74257565
11987,0.5068291
6567,0.5445731
18244,0.68450826
13420,0.23750077
3064,0.5207681
768,0.6734823
386,0.72428405
10603,0.5946509
18841,0.59280056
570,0.6773911
4584,0.6018537
13389,0.9087162
1563,0.5653921
13178,0.7547612
3401,0.49808723
18013,0.62002206
12175,0.697126
12390,0.67633605
1783,0.6591352
12720,0.48162836
6265,0.6576228
9936,0.22082663
16234,0.61501133
16471,0.764205
13358,0.3084645
10191,0.55273986
9729,0.40764692
18134,0.48592559
6782,0.15673429
16306,0.4046418
3042,0.5787144
21143,0.6183617
6810,0.8934348
1564,0.6253569
10020,0.7228267
10164,0.091222815
16276,0.4157543
806,0.5797052
699,0.843601
6683,0.71563774
6708,0.27487096
14983,0.37522057
20726,0.5934924
13313,0.9796663
1403,0.71419215
9060,0.94733286
18138,0.716435
6505,0.87799644
15158,0.83991677
18645,0.46316192
21530,0.59099174
15800,0.84884155
9456,0.1716459
19048,0.5156195
16047,0.7721034
16496,0.8600303
1251,0.7148175
16054,0.4498344
3168,0.6046276
3541,0.60102713
17839,0.6059024
1759,0.71266085
15383,0.7833978
21472,0.53303415
6847,0.45040628
19135,0.5049517
6821,0.34616694
9513,0.98230875
16279,0.74933803
16081,0.75171
10221,0.7272827
16140,0.72406983
19180,0.43696
1179,0.6900431
16130,0.25913897
14838,0.87603635
3766,0.53447896
15088,0.66425395
6077,0.42709157
121,0.63986284
19559,0.6677208
15910,0.84022886
12761,0.54063714
862,0.74008024
15192,0.6616262
12033,0.79997355
971,0.71330696
3528,0.59332377
1747,0.6714239
9451,0.31153607
15694,0.496707
17878,0.56821984
15929,0.35693517
4427,0.6523941
16606,0.29710534
15348,0.68506306
18799,0.8360761
10006,0.6266351
21186,0.6323489
13382,0.5115211
7004,0.5492879
11944,0.29799867
7073,0.7739792
8992,0.10029272
8956,0.25588888
12752,0.30217803
486,0.73075116
13163,0.8507523
12676,0.33973876
6082,0.39500293
6962,0.38885388
236,0.5820319
12710,0.9305677
3584,0.5651921
9999,0.90778923
84,0.46202266
18363,0.8546388
12553,0.9791694
254,0.7013401
233,0.6195892
7391,0.7939296
4237,0.5097688
10173,0.4316219
10241,0.19933547
6266,0.2957256
21360,0.59614265
1195,0.7871684
9956,0.35652456
9037,0.87783134
6701,0.9709594
12942,0.13805415
9326,0.30246082
13407,0.48726296
18477,0.80505717
3881,0.66194296
4478,0.63036025
3689,0.6558607
7136,0.5826677
1654,0.7834644
3602,0.42691758
12288,0.5270058
6743,0.3792618
18905,0.7287145
4761,0.5628877
15214,0.28373024
3891,0.5393194
16555,0.9333782
9913,0.099578135
1395,0.6727267
16173,0.9371119
16501,0.9452781
7614,0.66778755
15883,0.76223195
16092,0.83508205
10000,0.11954638
4240,0.40352586
4695,0.67360693
42,0.6197842
12688,0.32218125
3384,0.5940805
3054,0.58983076
15546,0.91101265
19430,0.5845978
9713,0.45306486
4130,0.62657905
11922,0.51245487
12004,0.5621793
16618,0.3056004
1194,0.759823
16383,0.3193093
20808,0.5760208
12707,0.42052823
11912,0.3306373
10330,0.16921543
833,0.74764484
15222,0.9459617
15389,0.9487242
3635,0.4754912
1331,0.80514574
16210,0.45679486
19562,0.91435647
13499,0.45389485
13568,0.3342977
16511,0.39742202
13556,0.49827707
12036,0.3765142
14895,0.52927357
6955,0.44125077
12756,0.41023386
12847,0.5426392
1366,0.65831894
19255,0.65620005
19318,0.5283621
16169,0.85208136
18444,0.49688646
13189,0.7081309
18329,0.70557165
526,0.6441758
19130,0.5606072
3481,0.54934055
1170,0.8453756
4701,0.5041117
9664,0.10669889
4376,0.5912401
362,0.7994864
3359,0.397372
18552,0.669753
6455,0.9748653
15922,0.877669
19029,0.81439966
15501,0.62915975
1682,0.71129984
9918,0.23002009
18480,0.53895247
12200,0.97655016
15861,0.95476496
7244,0.96662295
1765,0.3909359
18991,0.8607848
20998,0.6514697
9192,0.29998034
12131,0.72502
15792,0.6958871
13259,0.7367293
13482,0.63383925
12193,0.5753362
6702,0.2671577
13011,0.33492708
9134,0.98009676
15058,0.9143197
14874,0.29356715
12269,0.98301184
3302,0.62198883
9648,0.9032622
9518,0.29640606
431,0.8017077
16139,0.22017187
15686,0.64371514
3360,0.559241
18920,0.3507667
647,0.6468365
20746,0.56132513
10119,0.1089366
4232,0.59563416
4048,0.5627701
7192,0.2697798
6886,0.8186039
18488,0.47569606
437,0.7325319
10572,0.58467466
12110,0.86961704
9773,0.33381405
6931,0.9145026
10019,0.22670041
12583,0.5710748
3981,0.62946784
15085,0.93389106
589,0.41751468
1448,0.740468
16185,0.8884768
18320,0.48784432
10150,0.3379176
15544,0.6282105
3579,0.6787134
12786,0.5465543
18940,0.76542723
18776,0.921749
18087,0.85899705
12006,0.4191985
12628,0.4416218
12272,0.89047563
15021,0.8902623
1730,0.7234371
4265,0.6372426
18917,0.79477733
16594,0.14846574
6724,0.5493631
15060,0.859153
12917,0.97549975
9371,0.5273571
3446,0.61094034
800,0.75912035
3447,0.6905654
15410,0.6284986
12146,0.37788045
319,0.7882482
10514,0.12695958
15318,0.957325
15151,0.93642557
18304,0.52610034
4574,0.6653862
4769,0.5830535
3053,0.5459031
6330,0.9724001
15458,0.47741753
921,0.6706448
10416,0.87408555
10597,0.4109142
4502,0.57403016
1249,0.7995384
18798,0.79827505
4183,0.633796
8919,0.75862396
15012,0.752833
13144,0.9313666
21342,0.742517
18042,0.6511974
13492,0.35071453
8937,0.29776314
413,0.80849767
10612,0.9710071
1520,0.7302035
3275,0.6488252
86,0.8260504
12242,0.9503687
15946,0.8198348
869,0.45230302
9063,0.13097835
7654,0.6545644
9103,0.69444335
4537,0.6827491
18086,0.7035979
12191,0.67871106
9251,0.85047626
3062,0.55547917
3771,0.5869643
6323,0.33639187
939,0.5371625
737,0.77474743
17924,0.91021967
3392,0.5342528
10518,0.99361235
9324,0.12933704
20769,0.6237182
10091,0.95100623
6607,0.5636003
18472,0.73033303
14949,0.17205277
13024,0.6504329
18925,0.6369388
9364,0.60820675
15972,0.311755
3658,0.5755309
1154,0.6125464
10538,0.085332684
12446,0.9363482
6174,0.5696492
16443,0.8348158
15020,0.49457684
10251,0.91524917
3744,0.47837266
527,0.6600775
10358,0.2816511
15963,0.6664362
7178,0.28246292
9408,0.2269761
4606,0.48310366
6867,0.5671609
15285,0.8541964
3553,0.51037246
4004,0.3775818
18388,0.77580893
4337,0.6977151
9163,0.82294846
6964,0.49962324
17851,0.76746255
9922,0.10479432
13576,0.2310283
9972,0.5943196
6322,0.56086534
1059,0.6335982
7459,0.48935252
12554,0.32310978
19503,0.6691547
901,0.59497166
375,0.42622364
21494,0.59492975
1567,0.8392773
19234,0.8052998
4290,0.6571308
6057,0.8756927
10541,0.20639908
7019,0.6490426
674,0.62344384
4533,0.49959132
10036,0.22209862
9261,0.17372584
19144,0.63632506
4112,0.25680652
3594,0.5424894
14946,0.5969128
15879,0.94340146
7118,0.4156349
3148,0.4439428
15992,0.37662047
6131,0.35274613
6173,0.3117327
18933,0.7028931
6127,0.9651961
13001,0.26357162
10436,0.9354247
21086,0.7525888
20783,0.7401527
3799,0.47256345
16519,0.94969225
7279,0.42110556
3979,0.53469306
6125,0.4699396
17951,0.49832135
15365,0.6929701
18897,0.900673
3590,0.48620024
4476,0.51253545
15655,0.9240045
507,0.75247496
485,0.74163985
12715,0.7555459
13602,0.7345499
3493,0.3293285
7644,0.3640101
9675,0.31456396
7404,0.5343946
18767,0.70218533
21424,0.55395967
6391,0.43348396
9734,0.69380236
4662,0.58496803
15646,0.5332343
15252,0.60178006
9235,0.31942067
17849,0.7197083
15843,0.8227674
14988,0.9234471
10464,0.24031171
4218,0.60430795
13062,0.41748002
9581,0.12659879
15411,0.8968397
6679,0.8726447
6378,0.89953834
19184,0.43032935
10466,0.6995677
9078,0.22389945
1034,0.7149568
10068,0.74221766
9721,0.3532928
13468,0.2412829
18140,0.70458055
18757,0.7144461
15202,0.7053292
15876,0.76307994
6874,0.4916511
7666,0.74242383
1080,0.6516995
21036,0.6366168
794,0.7507912
9862,0.08023628
12263,0.9733208
15371,0.17711024
14989,0.6605904
18081,0.72725135
8923,0.9463056
917,0.60868126
1004,0.53865474
18684,0.7180895
1100,0.6829397
4402,0.48800564
12978,0.5524056
1555,0.23005219
18802,0.5150049
506,0.580556
7214,0.45452058
6340,0.8625301
6759,0.295643
1008,0.6794159
15124,0.84052616
192,0.76405007
4223,0.52339613
7675,0.567963
3173,0.58150256
10394,0.15852937
1295,0.3566898
12169,0.28068498
6165,0.9304074
21503,0.5662266
194,0.803057
18384,0.53469396
13236,0.7175332
13534,0.27792168
18242,0.69215506
9183,0.41141683
12079,0.80307657
4643,0.5032586
16172,0.8556139
16440,0.5707064
16568,0.881179
8880,0.16672444
16232,0.6281195
15634,0.8706857
18142,0.89297175
4734,0.56806684
3126,0.6464881
13343,0.61992496
6861,0.32007858
12340,0.96015805
4323,0.5071851
19151,0.5173893
6404,0.5314403
15193,0.2747125
6066,0.36926448
15420,0.4318098
17854,0.75978845
18889,0.90362215
12094,0.38934743
7014,0.5131703
6367,0.54089135
21533,0.69231707
1584,0.66950333
3097,0.63441557
12776,0.4588213
9538,0.58290005
16286,0.86738026
3131,0.5668957
18734,0.30233648
9436,0.6858198
7562,0.44830194
15660,0.6281236
9620,0.24800645
10396,0.7224968
19514,0.6463891
3867,0.53774136
3925,0.6685809
1296,0.6864824
19063,0.69780105
4592,0.54588276
16487,0.7160821
9419,0.53701186
9890,0.21064721
6402,0.49676087
10387,0.77999634
9504,0.60717666
6582,0.7060999
13416,0.97367984
6923,0.5775684
12275,0.3882918
18314,0.91189045
18506,0.49734414
15504,0.31640938
7495,0.6304414
3620,0.65613
20954,0.39614156
6379,0.9497782
4109,0.6079212
1007,0.7845039
3846,0.6389561
1160,0.6868311
16458,0.44207162
7116,0.6208422
15182,0.9148391
19538,0.6652277
4038,0.6262587
13211,0.89745116
21532,0.7390694
9363,0.39044392
9888,0.35578647
12950,0.26024064
18510,0.74186546
21628,0.5180158
9327,0.9746572
15539,0.7634046
6441,0.90019894
7430,0.22811627
1207,0.839397
6447,0.55487025
119,0.7798084
16367,0.26899356
19221,0.2787602
6001,0.37488505
20984,0.5071834
3503,0.48806766
19020,0.7302903
6064,0.6021847
7312,0.5159964
15896,0.68399704
563,0.57225287
9297,0.36549586
21367,0.65323687
20781,0.60486525
6473,0.41117418
6907,0.29149622
9795,0.5173449
21240,0.5142203
9389,0.9539263
4739,0.60564786
15309,0.84638774
7623,0.8000568
18695,0.6887184
4308,0.61130965
6552,0.30474693
21630,0.62318677
15920,0.8478282
15601,0.73464984
12523,0.60513556
10430,0.56637174
10428,0.66707146
19414,0.85229456
400,0.7257994
18801,0.5794156
14897,0.7462777
15772,0.88975704
20938,0.54895043
3507,0.60720414
3747,0.5202019
18829,0.8131877
21390,0.4971079
3724,0.53142613
9641,0.53473336
18149,0.29920822
10193,0.116430864
6333,0.75934356
9285,0.65721077
19330,0.48089266
12420,0.9546238
4322,0.451201
21013,0.4765801
18364,0.5709282
4335,0.41801292
20958,0.6592126
3735,0.5791438
